Fartøy ID,Registreringsmerke,Fartøynavn,Fartøytype,Fartøygruppe,Lengde (meter),Lengdegruppe,Bredde (meter),Bruttotonnasje,Byggeår,Motorkraft (kW),Hjemkommune,Nasjonalitet
1994004595,TF0012G,HANS,Fiskefartøy,Kyst,14.97,"11-14,99 m",5.4,25,1994,330.88235294117646,GAMVIK,NORGE
1994004742,M 0219G,AMANDA,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,12,1987,95.58823529411764,GISKE,NORGE
1994005126,F 0073HV,KNUT M,Fiskefartøy,Kyst,13.54,"11-14,99 m",4.56,20,1993,180.1470588235294,HASVIK,NORGE
1994005250,N 0049BØ,FLOHOLMEN,Fiskefartøy,Kyst,10.62,Under 11 m,4.07,14,1980,148.52941176470588,BØ i Nordland,NORGE
1994005255,N 0016BR,SJÅVIKBUEN,Fiskefartøy,Kyst,9.72,Under 11 m,3.41,11,1977,75.0,BRØNNØY,NORGE
1994005878,N 0047VA,TORGVÆRING,Fiskefartøy,Kyst,10.65,Under 11 m,3.06,8,1976,93.38235294117646,VEGA,NORGE
1994005894,F 0014BD,NEPTUN,Fiskefartøy,Kyst,10.56,Under 11 m,2.95,15,1994,220.58823529411762,BÅTSFJORD,NORGE
1994006227,N 0074R,HÅVARD,Fiskefartøy,Kyst,9.27,Under 11 m,3.15,8,1980,52.94117647058823,RØDØY,NORGE
1994006255,F 0006P,FJORDBRIS,Fiskefartøy,Kyst,10.47,Under 11 m,3.4,9,1986,99.26470588235293,PORSANGER,NORGE
1994006450,N 0093F,HILMARSON,Fiskefartøy,Kyst,10.6,Under 11 m,3.1,9,1986,123.52941176470587,FLAKSTAD,NORGE
1994007122,F 0042P,RAMGRUNN,Fiskefartøy,Kyst,10.98,Under 11 m,3.7,11,1970,125.73529411764704,PORSANGER,NORGE
1994007316,N 0034A,TROLLTIND,Fiskefartøy,Kyst,12.98,"11-14,99 m",4.3,21,1994,114.70588235294117,ANDØY,NORGE
1994007407,N 0050G,SVENDSEN SENIOR,Fiskefartøy,Kyst,14.93,"11-14,99 m",4.52,22,1987,233.08823529411762,GILDESKÅL,NORGE
1994007575,T 0301T,SKAGØY,Fiskefartøy,Kyst,14.29,"11-14,99 m",4.34,23,1982,199.99999999999997,TROMSØ,NORGE
1994007732,N 0280HR,SLÅTTERØY,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,12,1986,220.58823529411762,HERØY i Nordland,NORGE
1994008065,NT0018F,VALCO,Fiskefartøy,Kyst,7.99,Under 11 m,2.71,5,1980,49.99999999999999,FLATANGER,NORGE
1994008209,N 0017A,LAUPEN,Fiskefartøy,Kyst,10.56,Under 11 m,3.89,12,1994,183.8235294117647,ANDØY,NORGE
1994008805,M 0040G,CATOR 1,Fiskefartøy,Kyst,10.49,Under 11 m,3.75,9,1975,94.11764705882352,GISKE,NORGE
1994009134,N 0048A,ANDØYVÆRING,Fiskefartøy,Kyst,10.4,Under 11 m,3.2,9,1983,91.91176470588235,ANDØY,NORGE
1994009712,F 0049BD,ROLF JH,Fiskefartøy,Kyst,10.01,Under 11 m,2.98,9,1986,57.35294117647059,BÅTSFJORD,NORGE
1994010251,F 0011P,HAVKATT,Fiskefartøy,Kyst,10.66,Under 11 m,5.54,4,1990,147.05882352941177,PORSANGER,NORGE
1994010633,T 0051K,BURØY,Fiskefartøy,Kyst,10.6,Under 11 m,4.1,12,1993,139.70588235294116,KARLSØY,NORGE
1994011036,TF0023H,SØRØYGUTT,Fiskefartøy,Kyst,10.11,Under 11 m,3.42,8,1971,9.558823529411764,HAMMERFEST,NORGE
1994012392,TF0111A,AMANDA,Fiskefartøy,Kyst,8.4,Under 11 m,3.0,3,1986,77.20588235294117,ALTA,NORGE
1994012673,R 0001ES,LOMVIEN,Fiskefartøy,Kyst,7.7,Under 11 m,2.65,6,1988,47.79411764705882,EIGERSUND,NORGE
1995000099,N 0015BØ,TUSSBØEN,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,11,1995,111.76470588235293,BØ i Nordland,NORGE
1995000313,TR0012T,EDGAR,Fiskefartøy,Kyst,9.35,Under 11 m,2.82,9,1988,99.26470588235293,TRONDHEIM,NORGE
1995000429,T 0022S,ULØYBUEN,Fiskefartøy,Kyst,12.2,"11-14,99 m",4.18,19,1987,123.52941176470587,SKJERVØY,NORGE
1995000612,N 0017HR,FØYKEN,Fiskefartøy,Kyst,7.24,Under 11 m,2.66,3,1981,44.11764705882353,HERØY i Nordland,NORGE
1995000739,F 0078A,RAMSKJÆR,Fiskefartøy,Kyst,11.65,"11-14,99 m",3.51,16,1984,99.26470588235293,ALTA,NORGE
1995001342,N 0014SG,SPANTA,Fiskefartøy,Kyst,10.6,Under 11 m,4.2,12,1992,112.49999999999999,STEIGEN,NORGE
1995001496,TF0111BD,PER ROGER,Fiskefartøy,Kyst,10.87,Under 11 m,3.8,20,1983,183.8235294117647,BÅTSFJORD,NORGE
1995001742,TF0076NK,HORNGRUNN,Fiskefartøy,Kyst,10.66,Under 11 m,4.17,12,1996,117.6470588235294,NORDKAPP,NORGE
1995002067,F 0073M,FRIDA K,Fiskefartøy,Kyst,10.65,Under 11 m,3.4,10,1980,95.58823529411764,MÅSØY,NORGE
1995002087,TF0008TN,TORILL,Fiskefartøy,Kyst,7.13,Under 11 m,2.6,3,1995,35.29411764705882,TANA,NORGE
1995002486,F 0149H,KAJA MARIE,Fiskefartøy,Kyst,12.2,"11-14,99 m",4.18,19,1986,117.6470588235294,HAMMERFEST,NORGE
1995002506,F 0154SV,ESKIL,Fiskefartøy,Kyst,10.66,Under 11 m,4.01,14,1978,93.38235294117646,SØR-VARANGER,NORGE
1995002582,N 0112BR,KVEINSJØ,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,14,1976,93.38235294117646,BRØNNØY,NORGE
1995003300,N 0076SO,NEMINE,Fiskefartøy,Kyst,10.45,Under 11 m,3.3,10,1982,95.58823529411764,SORTLAND,NORGE
1995003569,N 0032ME,SMARAGD,Fiskefartøy,Kyst,10.35,Under 11 m,3.3,11,1989,124.99999999999999,MELØY,NORGE
1995003742,M 0014SA,RUSKEN,Fiskefartøy,Kyst,10.65,Under 11 m,3.34,10,1954,110.29411764705881,SULA,NORGE
1995003791,M 0019AE,KNOTT,Fiskefartøy,Kyst,9.8,Under 11 m,3.5,9,1993,99.26470588235293,AURE,NORGE
1995004242,TF0001HV,STRANDAR,Fiskefartøy,Kyst,10.6,Under 11 m,3.8,10,1985,99.26470588235293,HASVIK,NORGE
1995004275,TF0001SD,RANDI MARIE,Fiskefartøy,Kyst,10.25,Under 11 m,3.3,11,1995,220.58823529411762,STORFJORD,NORGE
1995004663,M 0179F,TRYM,Fiskefartøy,Kyst,10.55,Under 11 m,3.35,10,1983,102.94117647058823,HUSTADVIKA,NORGE
1995004821,M 0340HØ,SKAGEN,Fiskefartøy,Kyst,7.99,Under 11 m,2.74,6,1987,102.94117647058823,HERØY i Møre og Romsdal,NORGE
1995004860,TR0012ND,SANDVÆR,Fiskefartøy,Kyst,9.02,Under 11 m,3.23,7,1984,43.38235294117647,NÆRØYSUND,NORGE
1995004953,VL0095B,VIKAR 1,Fiskefartøy,Kyst,10.97,Under 11 m,3.57,18,1995,235.2941176470588,BØMLO,NORGE
1995005068,F 0038H,RYPEFJORD,Fiskefartøy,Hav,53.1,28 m og over ,12.0,1199,1994,2647.0588235294117,HAMMERFEST,NORGE
1995005134,N 0010HR,NYHAV,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,11,1995,111.76470588235293,HERØY i Nordland,NORGE
1995005223,F 0200V,KRISON,Fiskefartøy,Kyst,10.48,Under 11 m,3.26,10,1979,86.02941176470587,VARDØ,NORGE
1995005548,NT0208V,HAVLINER,Fiskefartøy,Kyst,10.98,Under 11 m,3.6,14,1995,111.76470588235293,NÆRØYSUND,NORGE
1995005955,T 0068K,SIMSON,Fiskefartøy,Kyst,7.36,Under 11 m,2.6,3,1983,95.58823529411764,KARLSØY,NORGE
1995006069,N 0060Ø,ØYLAND,Fiskefartøy,Kyst,14.6,"11-14,99 m",4.3,19,1952,183.8235294117647,ØKSNES,NORGE
1995006354,F 0555NK,TRIO,Samfiskefartøy,Kyst,12.98,"11-14,99 m",4.18,19,1987,264.70588235294116,NORDKAPP,NORGE
1995006698,F 0600NK,TRIO,Fiskefartøy,Kyst,10.5,Under 11 m,3.42,8,1982,77.20588235294117,NORDKAPP,NORGE
1995007137,N 0026DA,ANNE-MARIE,Fiskefartøy,Kyst,10.14,Under 11 m,3.07,9,1988,58.8235294117647,DØNNA,NORGE
1995007441,TF0002LB,PRIMA,Fiskefartøy,Kyst,10.16,Under 11 m,3.1,10,1985,52.94117647058823,LEBESBY,NORGE
1995008228,N 0001AH,SVARTSKJÆR,Fiskefartøy,Kyst,12.83,"11-14,99 m",3.96,17,1978,128.67647058823528,ALSTAHAUG,NORGE
1995008368,M 0330SM,BJØRNSTEIN,Fiskefartøy,Kyst,18.19,"15-20,99 m",5.3,57,1995,257.35294117647055,SMØLA,NORGE
1995008373,N 0005R,NESØYFISK,Fiskefartøy,Kyst,14.82,"11-14,99 m",5.09,25,1990,227.94117647058823,RØDØY,NORGE
1995008374,F 0030V,ANDØYFISK,Fiskefartøy,Kyst større,20.93,"15-20,99 m",6.2,120,1995,323.52941176470586,VARDØ,NORGE
1995008998,SF0038SU,SOLYS,Fiskefartøy,Kyst,9.85,Under 11 m,3.34,10,1979,110.29411764705881,SOLUND,NORGE
1995009035,F 0186H,EIDVÅGFISK,Fiskefartøy,Kyst større,21.25,"21-27,99 m",6.5,148,1986,691.1764705882352,HAMMERFEST,NORGE
1995009266,T 0009K,VANNØYVÆRINGEN,Fiskefartøy,Kyst,14.8,"11-14,99 m",5.27,25,1993,297.7941176470588,KARLSØY,NORGE
1995010273,N 0056A,MAGNA,Fiskefartøy,Kyst,12.12,"11-14,99 m",3.95,18,1995,183.8235294117647,ANDØY,NORGE
1995010488,T 0166T,ØYVÆRING,Fiskefartøy,Kyst,12.98,"11-14,99 m",4.06,19,1989,150.0,TROMSØ,NORGE
1995010690,N 0006R,FJORDFISK,Fiskefartøy,Kyst,7.8,Under 11 m,2.6,4,1993,29.41176470588235,RØDØY,NORGE
1995010921,TF0039M,VATERFJORD,Fiskefartøy,Kyst,10.6,Under 11 m,3.12,11,1995,165.44117647058823,MÅSØY,NORGE
1995011117,T 0120I,MAJA IREN,Fiskefartøy,Kyst,10.4,Under 11 m,3.2,11,1983,84.55882352941175,IBESTAD,NORGE
1995011471,N 0013HR,EDITH HELENE,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,15,1983,111.76470588235293,HERØY i Nordland,NORGE
1995011543,T 0330K,ERGO,Fiskefartøy,Kyst,10.65,Under 11 m,3.4,13,1969,111.76470588235293,KARLSØY,NORGE
1996000076,M 0043HØ,MAIA,Fiskefartøy,Kyst,12.13,"11-14,99 m",3.95,18,1996,139.70588235294116,HERØY i Møre og Romsdal,NORGE
1996000116,F 0006NK,TJ FISK,Fiskefartøy,Kyst,9.45,Under 11 m,3.05,7,1975,93.38235294117646,NORDKAPP,NORGE
1996000335,N 0026A,JAN OSKAR,Fiskefartøy,Kyst,12.83,"11-14,99 m",3.96,18,1978,114.70588235294117,ANDØY,NORGE
1996000812,N 0190BR,MÅKEN,Fiskefartøy,Kyst,9.48,Under 11 m,3.2,7,1977,93.38235294117646,BRØNNØY,NORGE
1996000982,F 0056V,SIRI ELISE,Fiskefartøy,Kyst,10.5,Under 11 m,2.9,12,1996,99.26470588235293,VARDØ,NORGE
1996001990,M 0003AV,HILDE IREN,Fiskefartøy,Kyst,14.99,"11-14,99 m",5.55,25,1996,360.2941176470588,AVERØY,NORGE
1996003293,F 0085NK,ANNE METTE,Fiskefartøy,Kyst,8.3,Under 11 m,2.65,5,1996,93.38235294117646,NORDKAPP,NORGE
1996003632,N 0029HR,THERESE IREN,Fiskefartøy,Kyst,10.24,Under 11 m,3.29,9,1982,58.8235294117647,HERØY i Nordland,NORGE
1996004124,M 0053G,ARTHUR,Fiskefartøy,Kyst,8.68,Under 11 m,2.9,6,1982,79.41176470588235,GISKE,NORGE
1996004599,TR0028ND,SOJ SENIOR,Fiskefartøy,Kyst,10.59,Under 11 m,4.1,12,1993,128.67647058823528,NÆRØYSUND,NORGE
1996004708,TR0006ND,LISA HELENE,Fiskefartøy,Kyst,10.6,Under 11 m,4.05,13,1975,122.79411764705881,NÆRØYSUND,NORGE
1996004747,TF0019HV,SEATTLE,Fiskefartøy,Kyst,10.96,Under 11 m,3.8,15,1985,113.23529411764704,HASVIK,NORGE
1996005224,TF0037SE,TENNESVÆRING,Fiskefartøy,Kyst større,20.18,"15-20,99 m",5.9,69,1995,404.4117647058823,SENJA,NORGE
1996005344,N 0019VS,KEN-ELIN,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,12,1996,111.76470588235293,VEVELSTAD,NORGE
1996005413,N 0023H,MONICA,Fiskefartøy,Kyst,10.18,Under 11 m,2.91,11,1984,84.55882352941175,HADSEL,NORGE
1996005787,M 0017SM,STEINARSON,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,11,1990,130.88235294117646,SMØLA,NORGE
1996005804,N 0305V,VOLLEN II,Fiskefartøy,Kyst,12.2,"11-14,99 m",4.18,18,1986,117.6470588235294,VÅGAN,NORGE
1996006100,N 0190A,VILJAR,Fiskefartøy,Kyst,12.0,"11-14,99 m",3.47,12,1996,111.76470588235293,ANDØY,NORGE
1996006444,R 0047K,KVARTNES,Fiskefartøy,Kyst,12.0,"11-14,99 m",3.61,18,1996,117.6470588235294,KARMØY,NORGE
1996006501,TF0020B,NIMROD,Fiskefartøy,Kyst,8.63,Under 11 m,2.71,6,1973,62.49999999999999,BERLEVÅG,NORGE
1996006632,F 0068V,LINDFISK,Fiskefartøy,Kyst,12.83,"11-14,99 m",3.96,17,1979,191.17647058823528,VARDØ,NORGE
1996006986,M 0026HØ,BRATTSKJÆR,Fiskefartøy,Kyst,14.88,"11-14,99 m",5.75,25,1996,264.70588235294116,HERØY i Møre og Romsdal,NORGE
1996007191,R 0007SD,BØEN,Fiskefartøy,Hav,56.2,28 m og over ,12.0,1200,1996,1959.5588235294117,SULDAL,NORGE
1996007479,TR0079F,VESTERBØEN,Fiskefartøy,Kyst,14.95,"11-14,99 m",4.79,24,1985,227.94117647058823,FRØYA,NORGE
1996008342,NT0260V,JANNE-LISE,Fiskefartøy,Kyst,9.52,Under 11 m,3.72,9,1980,88.23529411764706,NÆRØYSUND,NORGE
1996008370,N 0077R,ISBJØRN,Fiskefartøy,Kyst,10.89,Under 11 m,4.25,15,1996,183.8235294117647,RØDØY,NORGE
1996008380,F 0020B,TRIN EVEN,Fiskefartøy,Kyst,10.65,Under 11 m,4.01,12,1994,88.23529411764706,BERLEVÅG,NORGE
1996008561,R 0013HA,ALF MAGNE,Fiskefartøy,Kyst,6.9,Under 11 m,1.75,2,1980,20.588235294117645,HÅ,NORGE
1996008740,TR0004H,AUKAN,Fiskefartøy,Kyst,10.07,Under 11 m,3.36,6,1981,73.52941176470588,HITRA,NORGE
1996009353,F 0108M,ADELEN S,Fiskefartøy,Kyst,9.89,Under 11 m,3.59,10,1990,84.55882352941175,MÅSØY,NORGE
1996009415,TF0051V,LILLE PERLE,Fiskefartøy,Kyst,7.88,Under 11 m,2.61,4,1992,36.76470588235294,VARDØ,NORGE
1996009732,TF0103NK,HERKULES,Fiskefartøy,Kyst,10.66,Under 11 m,3.61,12,1996,111.76470588235293,NORDKAPP,NORGE
1996009853,ST0043AA,BERGEBUEN,Fiskefartøy,Kyst,14.16,"11-14,99 m",4.4,24,1996,183.8235294117647,ÅFJORD,NORGE
1996009857,N 0285V,NICOLINE,Fiskefartøy,Kyst,12.9,"11-14,99 m",3.96,17,1981,154.41176470588235,VÅGAN,NORGE
1996010015,N 0073BR,MONICA M,Fiskefartøy,Kyst,10.96,Under 11 m,2.91,9,1985,58.8235294117647,BRØNNØY,NORGE
1996010298,T 0017LK,MEIBEL,Fiskefartøy,Kyst,8.05,Under 11 m,2.85,4,1975,39.705882352941174,SENJA,NORGE
1996010508,VL0007KI,STRANDHOLM,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,14,1975,132.35294117647058,KINN,NORGE
1996010843,TF0046A,FRIDA LINNEA,Fiskefartøy,Kyst,9.97,Under 11 m,2.99,8,1974,92.6470588235294,ALTA,NORGE
1996010864,N 0090A,NORHAV,Fiskefartøy,Kyst,10.54,Under 11 m,3.67,12,1986,85.29411764705881,ANDØY,NORGE
1996010976,F 0250NK,ERIK ANDRE,Fiskefartøy,Kyst,9.51,Under 11 m,3.41,11,1977,85.29411764705881,NORDKAPP,NORGE
1996011105,TF0001KD,DUPPEN,Fiskefartøy,Kyst,10.14,Under 11 m,3.2,10,1981,99.26470588235293,KÅFJORD,NORGE
1996011620,T 0250TK,KRISTOFFER,Fiskefartøy,Kyst,12.01,"11-14,99 m",4.1,18,1996,261.02941176470586,SENJA,NORGE
1996012582,F 0093NK,ELIN,Fiskefartøy,Kyst,8.85,Under 11 m,3.25,7,1995,67.6470588235294,NORDKAPP,NORGE
1996012649,R 0040SK,SØNNAVIND,Fiskefartøy,Kyst større,26.2,"21-27,99 m",6.4,182,1988,734.5588235294117,SOKNDAL,NORGE
1997000416,M 0078HØ,STORHAV,Fiskefartøy,Kyst,14.98,"11-14,99 m",5.4,24,1989,183.8235294117647,HERØY i Møre og Romsdal,NORGE
1997000569,TR0021ND,NORVEIG,Fiskefartøy,Kyst,14.16,"11-14,99 m",4.4,25,1997,183.8235294117647,NÆRØYSUND,NORGE
1997000859,N 0044A,HAVBRÅTT I,Fiskefartøy,Kyst større,20.99,"15-20,99 m",6.0,97,1974,345.5882352941176,ANDØY,NORGE
1997000888,H 0021S,BOGASUND,Fiskefartøy,Kyst,19.79,"15-20,99 m",7.0,137,1988,371.3235294117647,ØYGARDEN,NORGE
1997001018,AG0008FS,SEBULON,Fiskefartøy,Kyst,18.4,"15-20,99 m",6.1,73,1986,441.17647058823525,FARSUND,NORGE
1997001376,F 0035VS,DELFIN,Fiskefartøy,Kyst,10.65,Under 11 m,4.17,13,1997,111.76470588235293,VADSØ,NORGE
1997001547,F 0020G,JØRGEN,Fiskefartøy,Kyst,9.48,Under 11 m,3.16,7,1981,102.20588235294117,GAMVIK,NORGE
1997001922,F 0057G,FJORDBUEN,Fiskefartøy,Kyst,10.6,Under 11 m,3.8,12,1994,95.58823529411764,GAMVIK,NORGE
1997002371,VL0074S,STÅLHOLM,Fiskefartøy,Kyst,10.98,Under 11 m,3.72,15,1997,113.97058823529412,STAD,NORGE
1997002406,F 0101BD,SYLVIA,Fiskefartøy,Kyst,10.05,Under 11 m,3.35,8,1956,165.44117647058823,BÅTSFJORD,NORGE
1997002848,VL0025ØN,BARHOLM,Fiskefartøy,Kyst større,30.0,28 m og over ,8.6,338,1997,724.2647058823529,ØYGARDEN,NORGE
1997003131,H 0033K,RASK,Fiskefartøy,Kyst,7.7,Under 11 m,3.15,6,1983,95.58823529411764,KVINNHERAD,NORGE
1997003177,N 0058MS,KVALVIK,Samfiskefartøy,Kyst,14.99,"11-14,99 m",5.89,25,1997,213.97058823529412,MOSKENES,NORGE
1997003371,H 0102B,GULLBAS,Fiskefartøy,Kyst,7.97,Under 11 m,3.1,5,1997,80.88235294117646,BØMLO,NORGE
1997003689,NT0120V,VESTHAV,Fiskefartøy,Kyst,10.35,Under 11 m,3.3,12,1982,99.26470588235293,NÆRØYSUND,NORGE
1997003718,M 0005HD,VINGHOLM,Fiskefartøy,Kyst,7.99,Under 11 m,2.95,5,1984,63.23529411764705,HAREID,NORGE
1997003816,F 0126L,IDA-MOR,Fiskefartøy,Kyst,9.27,Under 11 m,3.15,8,1982,55.882352941176464,LOPPA,NORGE
1997003984,M 0011G,BAUTAR,Fiskefartøy,Hav,33.95,28 m og over ,10.3,536,1997,1889.705882352941,GISKE,NORGE
1997004171,TF0026G,LURINGEN,Fiskefartøy,Kyst,10.25,Under 11 m,2.96,8,1973,110.29411764705881,GAMVIK,NORGE
1997004215,N 0666VV,LOFOTFANGST,Fiskefartøy,Hav,34.25,28 m og over ,9.0,470,1997,1117.6470588235293,VESTVÅGØY,NORGE
1997004530,VL0085ØN,HØYLANDSJENTO,Fiskefartøy,Kyst,10.62,Under 11 m,3.06,8,1987,99.26470588235293,ØYGARDEN,NORGE
1997004871,SF0090S,FJELLMØY,Fiskefartøy,Hav,44.85,28 m og over ,10.5,935,1997,1117.6470588235293,STAD,NORGE
1997004874,M 0033G,VESTFISK,Fiskefartøy,Hav,39.2,28 m og over ,8.5,526,1980,551.470588235294,GISKE,NORGE
1997005011,N 0216VR,TRIO,Fiskefartøy,Kyst større,27.41,"21-27,99 m",6.99,245,1987,691.1764705882352,VÆRØY,NORGE
1997005079,N 0067HR,FISKØY,Fiskefartøy,Kyst større,20.98,"15-20,99 m",6.57,123,1997,375.0,HERØY i Nordland,NORGE
1997005164,N 0034F,BRATTHOLMEN,Fiskefartøy,Kyst,14.74,"11-14,99 m",5.05,24,1997,228.67647058823528,FLAKSTAD,NORGE
1997005526,TF0200V,JENNY,Fiskefartøy,Kyst,10.62,Under 11 m,3.05,6,1973,102.94117647058823,VARDØ,NORGE
1997005656,N 0025TN,HILDE HELENE,Fiskefartøy,Kyst,9.45,Under 11 m,3.06,9,1978,84.55882352941175,TRÆNA,NORGE
1997005911,N 0050AH,ULVANGSØY,Fiskefartøy,Kyst,14.0,"11-14,99 m",4.4,23,1995,199.99999999999997,ALSTAHAUG,NORGE
1997005967,N 0061A,SIGURD,Fiskefartøy,Kyst,8.38,Under 11 m,2.51,5,1986,66.17647058823529,ANDØY,NORGE
1997006460,N 0094A,WESTEGG,Fiskefartøy,Kyst,10.61,Under 11 m,3.41,12,1977,128.67647058823528,ANDØY,NORGE
1997006661,N 0092BR,JOSEFIN,Fiskefartøy,Kyst,9.45,Under 11 m,3.2,7,1982,117.6470588235294,BRØNNØY,NORGE
1997007701,TF0025V,RISVÆR,Fiskefartøy,Kyst,10.66,Under 11 m,3.41,12,1980,114.70588235294117,VARDØ,NORGE
1997008475,TF0100LB,MAYA,Fiskefartøy,Kyst,10.6,Under 11 m,2.94,10,1991,128.67647058823528,LEBESBY,NORGE
1997008777,SF0011V,TIN,Fiskefartøy,Kyst,10.65,Under 11 m,3.89,12,1989,147.05882352941177,KINN,NORGE
1997008794,N 0086BR,HELLEFISK,Fiskefartøy,Kyst,9.36,Under 11 m,3.06,8,1982,102.20588235294117,BRØNNØY,NORGE
1997009718,R 0014S,COYGFISK JR,Fiskefartøy,Kyst,10.66,Under 11 m,3.63,12,1997,132.35294117647058,STAVANGER,NORGE
1997009989,F 0071HV,LAGUN,Fiskefartøy,Kyst,9.59,Under 11 m,3.31,8,1977,55.147058823529406,HASVIK,NORGE
1997010375,N 0060R,VALVÆRGUTT,Fiskefartøy,Kyst,10.64,Under 11 m,3.41,10,1977,84.55882352941175,RØDØY,NORGE
1997011233,TF0098V,RONJA,Fiskefartøy,Kyst,10.63,Under 11 m,3.75,12,1987,129.41176470588235,VARDØ,NORGE
1997011988,TF0034NK,SULAGUTT,Fiskefartøy,Kyst,7.99,Under 11 m,2.87,5,1985,66.17647058823529,NORDKAPP,NORGE
1997012498,TF0067LB,BARNA,Fiskefartøy,Kyst,10.03,Under 11 m,3.0,11,1986,84.55882352941175,LEBESBY,NORGE
1997012516,N 0070TN,TOPAS,Fiskefartøy,Kyst,10.55,Under 11 m,3.46,11,1997,117.6470588235294,TRÆNA,NORGE
1998000127,TF0056LB,SKAGANES,Fiskefartøy,Kyst,9.45,Under 11 m,3.06,8,1977,62.49999999999999,LEBESBY,NORGE
1998000208,T 0190T,KLEIVA,Fiskefartøy,Kyst,9.1,Under 11 m,3.25,7,1982,62.49999999999999,TROMSØ,NORGE
1998000276,TR0010V,ELDORADO,Fiskefartøy,Kyst,9.2,Under 11 m,3.12,6,1984,58.8235294117647,NÆRØYSUND,NORGE
1998000711,H 0095B,SILVER BAY,Fiskefartøy,Kyst større,23.55,"21-27,99 m",6.5,126,1968,441.17647058823525,BØMLO,NORGE
1998000963,M 0033MD,HUSAR,Fiskefartøy,Kyst,10.4,Under 11 m,3.0,12,1996,235.2941176470588,MOLDE,NORGE
1998001095,R 0110K,SOFFI,Fiskefartøy,Kyst,10.6,Under 11 m,4.42,12,1998,228.67647058823528,KARMØY,NORGE
1998001475,F 0005B,JOHANNE,Fiskefartøy,Kyst,10.6,Under 11 m,4.0,12,1996,126.4705882352941,BERLEVÅG,NORGE
1998001497,F 0042B,BERLEVÅGJENTA,Fiskefartøy,Kyst,14.78,"11-14,99 m",4.54,24,1970,235.2941176470588,BERLEVÅG,NORGE
1998001689,F 0033M,ROLVSØYVÆRING,Fiskefartøy,Kyst,12.15,"11-14,99 m",3.95,18,1993,180.1470588235294,MÅSØY,NORGE
1998001871,F 0005BD,LENE CHRISTIN,Fiskefartøy,Kyst,7.97,Under 11 m,2.8,5,1984,40.44117647058823,BÅTSFJORD,NORGE
1998001933,N 0183VV,EMIL ANDRE,Fiskefartøy,Kyst,9.45,Under 11 m,3.05,7,1974,95.58823529411764,VESTVÅGØY,NORGE
1998001962,T 0118S,ISBÅEN,Samfiskefartøy,Kyst,10.62,Under 11 m,3.89,14,1982,128.67647058823528,SKJERVØY,NORGE
1998001975,TF0045SE,DØNNING,Samfiskefartøy,Kyst,14.99,"11-14,99 m",4.55,24,1982,175.0,SENJA,NORGE
1998002019,F 0064LB,GUNNAR,Fiskefartøy,Kyst,8.2,Under 11 m,2.8,5,1972,49.99999999999999,LEBESBY,NORGE
1998002056,F 0083BD,NY-VIKING,Fiskefartøy,Kyst,10.01,Under 11 m,3.44,9,1978,102.20588235294117,BÅTSFJORD,NORGE
1998002428,T 0019SA,KARL MARTIN,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,14,1978,117.6470588235294,SØRREISA,NORGE
1998002441,VL0015A,KYSTBAS,Fiskefartøy,Kyst,14.9,"11-14,99 m",5.75,43,1987,330.88235294117646,ASKVOLL,NORGE
1998002849,N 0024A,SOLVÆRØY,Fiskefartøy,Kyst,10.45,Under 11 m,3.77,11,1987,99.26470588235293,ANDØY,NORGE
1998003085,H 0027B,STØFRINGSHAUG JUNIOR,Fiskefartøy,Kyst,8.84,Under 11 m,3.7,7,1984,84.55882352941175,BØMLO,NORGE
1998003525,R 0022B,HÅFLU,Fiskefartøy,Hav,42.5,28 m og over ,9.6,598,1991,1200.0,BOKN,NORGE
1998003628,M 0161AV,O.HUSBY,Fiskefartøy,Hav,51.7,28 m og over ,9.0,928,1998,808.8235294117646,AVERØY,NORGE
1998003719,N 0044BØ,SYCLON,Fiskefartøy,Kyst,14.98,"11-14,99 m",5.03,24,1985,227.94117647058823,BØ i Nordland,NORGE
1998003827,N 0007SG,FJORDBRIS,Fiskefartøy,Kyst,10.62,Under 11 m,3.89,12,1975,111.76470588235293,STEIGEN,NORGE
1998003868,M 0026K,GRIPAR,Fiskefartøy,Kyst,10.98,Under 11 m,3.58,20,1998,111.76470588235293,KRISTIANSUND,NORGE
1998004204,VL0042KI,HENDANES JR,Fiskefartøy,Kyst,11.05,"11-14,99 m",3.46,11,1986,113.23529411764704,KINN,NORGE
1998004587,N 0026BR,MAJA,Fiskefartøy,Kyst,12.34,"11-14,99 m",3.86,16,1986,96.3235294117647,BRØNNØY,NORGE
1998004668,TF0008BD,JÆRBUEN,Fiskefartøy,Kyst,10.29,Under 11 m,3.28,8,1989,99.26470588235293,BÅTSFJORD,NORGE
1998005013,F 0245NK,HAUGSJØ,Fiskefartøy,Kyst,10.61,Under 11 m,3.6,15,1977,130.88235294117646,NORDKAPP,NORGE
